I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16
15.153692,1200.000000,-412.039917,15.247113,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,179715.000000,0.000000,0.000000,179652.000000,6267.000000
15.145374,1200.000000,-411.819031,15.249599,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,180188.000000,0.000000,0.000000,180125.000000,6284.000000
15.139723,1200.000000,-411.668945,15.244299,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,180895.000000,0.000000,0.000000,180832.000000,6308.000000
15.140456,1200.000000,-411.688446,15.248562,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,181352.000000,0.000000,0.000000,181289.000000,6324.000000
15.132779,1200.000000,-411.484589,15.249245,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,182045.000000,0.000000,0.000000,181982.000000,6349.000000
15.136500,1200.000000,-411.583405,15.245529,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,182521.000000,0.000000,0.000000,182458.000000,6366.000000
15.144259,1200.000000,-411.789429,15.246567,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,183231.000000,0.000000,0.000000,183168.000000,6391.000000
15.138231,1200.000000,-411.629395,15.243589,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,183709.000000,0.000000,0.000000,183646.000000,6407.000000
15.143368,1200.000000,-411.765747,15.247223,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,184401.000000,0.000000,0.000000,184338.000000,6432.000000
15.145346,1200.000000,-411.818298,15.244081,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,184870.000000,0.000000,0.000000,184807.000000,6449.000000
15.148480,1200.000000,-411.901520,15.247523,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,185582.000000,0.000000,0.000000,185519.000000,6473.000000
15.159087,1200.000000,-412.183167,15.244299,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,186055.000000,0.000000,0.000000,185992.000000,6490.000000
15.155140,1200.000000,-412.078400,15.247660,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,186759.000000,0.000000,0.000000,186696.000000,6515.000000
15.153214,1200.000000,-412.027222,15.244381,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,187225.000000,0.000000,0.000000,187162.000000,6531.000000
15.150595,1200.000000,-411.957672,15.246703,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,187925.000000,0.000000,0.000000,187862.000000,6555.000000
15.162182,1200.000000,-412.265350,15.250282,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,188389.000000,0.000000,0.000000,188326.000000,6572.000000
15.157346,1200.000000,-412.136963,15.244737,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,189104.000000,0.000000,0.000000,189041.000000,6597.000000
15.166351,1200.000000,-412.376068,15.242278,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,189583.000000,0.000000,0.000000,189520.000000,6613.000000
15.160536,1200.000000,-412.221649,15.239792,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,190293.000000,0.000000,0.000000,190230.000000,6638.000000
15.156568,1200.000000,-412.116302,15.238699,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,190768.000000,0.000000,0.000000,190705.000000,6655.000000
15.161707,1200.000000,-412.252777,15.237606,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,191470.000000,0.000000,0.000000,191407.000000,6679.000000
15.163754,1200.000000,-412.307098,15.243698,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,191929.000000,0.000000,0.000000,191866.000000,6696.000000
15.164364,1200.000000,-412.323334,15.240665,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,192636.000000,0.000000,0.000000,192573.000000,6721.000000
15.161376,1200.000000,-412.243988,15.239327,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,193101.000000,0.000000,0.000000,193038.000000,6737.000000
15.155659,1200.000000,-412.092163,15.244600,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,193798.000000,0.000000,0.000000,193735.000000,6762.000000
15.156965,1200.000000,-412.126801,15.247769,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,194264.000000,0.000000,0.000000,194201.000000,6778.000000
15.150371,1200.000000,-411.951752,15.249763,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,194963.000000,0.000000,0.000000,194900.000000,6803.000000
15.149282,1200.000000,-411.922852,15.245912,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,195432.000000,0.000000,0.000000,195369.000000,6819.000000
15.158830,1200.000000,-412.176361,15.242032,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,196152.000000,0.000000,0.000000,196089.000000,6843.000000
15.162672,1200.000000,-412.278381,15.245912,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,196631.000000,0.000000,0.000000,196568.000000,6860.000000
15.161338,1200.000000,-412.242950,15.253397,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,197355.000000,0.000000,0.000000,197292.000000,6884.000000
15.169723,1200.000000,-412.465546,15.248534,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,197822.000000,0.000000,0.000000,197759.000000,6901.000000
15.173440,1200.000000,-412.564270,15.243644,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,198518.000000,0.000000,0.000000,198455.000000,6926.000000
15.174558,1200.000000,-412.593994,15.241486,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,198983.000000,0.000000,0.000000,198920.000000,6942.000000
15.184684,1200.000000,-412.862823,15.239327,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,199688.000000,0.000000,0.000000,199625.000000,6967.000000
15.187779,1200.000000,-412.945007,15.238371,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,200157.000000,0.000000,0.000000,200094.000000,6984.000000
15.179783,1200.000000,-412.732697,15.248780,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,200855.000000,0.000000,0.000000,200792.000000,7008.000000
15.182857,1200.000000,-412.814331,15.245201,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,201324.000000,0.000000,0.000000,201261.000000,7024.000000
15.179057,1200.000000,-412.713440,15.248178,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,202025.000000,0.000000,0.000000,201962.000000,7049.000000
15.196033,1200.000000,-413.164124,15.244763,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,202500.000000,0.000000,0.000000,202437.000000,7066.000000
15.191559,1200.000000,-413.045319,15.241322,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,203231.000000,0.000000,0.000000,203168.000000,7090.000000
15.179812,1200.000000,-412.733459,15.246403,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,203709.000000,0.000000,0.000000,203646.000000,7107.000000
15.179839,1200.000000,-412.734222,15.242332,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,204412.000000,0.000000,0.000000,204349.000000,7132.000000
15.175788,1200.000000,-412.626587,15.240529,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,204881.000000,0.000000,0.000000,204818.000000,7148.000000
15.170833,1200.000000,-412.495056,15.243507,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,205575.000000,0.000000,0.000000,205512.000000,7173.000000
15.171961,1200.000000,-412.525024,15.241376,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,206050.000000,0.000000,0.000000,205987.000000,7190.000000
15.179841,1200.000000,-412.734253,15.245830,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,206745.000000,0.000000,0.000000,206682.000000,7215.000000
15.171742,1200.000000,-412.519196,15.248671,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,207211.000000,0.000000,0.000000,207148.000000,7231.000000
15.175225,1200.000000,-412.611694,15.243726,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,207900.000000,0.000000,0.000000,207837.000000,7255.000000
15.176208,1200.000000,-412.637756,15.247141,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,208363.000000,0.000000,0.000000,208300.000000,7272.000000
15.182219,1200.000000,-412.797333,15.249381,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,209077.000000,0.000000,0.000000,209014.000000,7296.000000
15.181653,1200.000000,-412.782349,15.245638,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,209552.000000,0.000000,0.000000,209489.000000,7313.000000
15.186851,1200.000000,-412.920319,15.246622,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,210273.000000,0.000000,0.000000,210210.000000,7338.000000
15.184036,1200.000000,-412.845642,15.243644,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,210749.000000,0.000000,0.000000,210686.000000,7354.000000
15.189464,1200.000000,-412.989685,15.246239,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,211447.000000,0.000000,0.000000,211384.000000,7379.000000
15.188192,1200.000000,-412.955963,15.243370,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,211914.000000,0.000000,0.000000,211851.000000,7396.000000
15.178364,1200.000000,-412.695007,15.240475,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,212623.000000,0.000000,0.000000,212560.000000,7421.000000
15.174918,1200.000000,-412.603546,15.239190,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,213092.000000,0.000000,0.000000,213029.000000,7437.000000
15.180497,1200.000000,-412.751617,15.237906,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,213794.000000,0.000000,0.000000,213731.000000,7462.000000
15.177931,1200.000000,-412.683533,15.237332,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,214259.000000,0.000000,0.000000,214196.000000,7478.000000
15.172430,1200.000000,-412.537476,15.242359,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,214963.000000,0.000000,0.000000,214900.000000,7501.000000
15.158420,1200.000000,-412.165466,15.240557,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,215432.000000,0.000000,0.000000,215369.000000,7515.000000
15.155336,1200.000000,-412.083618,15.238726,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,216142.000000,0.000000,0.000000,216079.000000,7540.000000
15.149722,1200.000000,-411.934509,15.237934,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,216611.000000,0.000000,0.000000,216548.000000,7556.000000
15.133063,1200.000000,-411.492126,15.241895,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,217330.000000,0.000000,0.000000,217267.000000,7581.000000
15.143365,1200.000000,-411.765686,15.240229,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,217795.000000,0.000000,0.000000,217732.000000,7598.000000
15.139220,1200.000000,-411.655609,15.238562,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,218494.000000,0.000000,0.000000,218431.000000,7623.000000
15.132803,1200.000000,-411.485229,15.237797,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,218962.000000,0.000000,0.000000,218899.000000,7639.000000
15.134311,1200.000000,-411.525238,15.237032,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,219674.000000,0.000000,0.000000,219611.000000,7664.000000
15.142983,1200.000000,-411.755554,15.236704,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,220144.000000,0.000000,0.000000,220081.000000,7681.000000
15.157063,1200.000000,-412.129395,15.236377,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,220860.000000,0.000000,0.000000,220797.000000,7706.000000
15.148981,1200.000000,-411.914825,15.236239,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,221328.000000,0.000000,0.000000,221265.000000,7722.000000
15.149609,1200.000000,-411.931519,15.246458,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,222027.000000,0.000000,0.000000,221964.000000,7746.000000
15.163874,1200.000000,-412.310303,15.243507,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,222489.000000,0.000000,0.000000,222426.000000,7762.000000
15.157310,1200.000000,-412.135956,15.240557,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,223196.000000,0.000000,0.000000,223133.000000,7787.000000
15.156367,1200.000000,-412.110962,15.244873,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,223667.000000,0.000000,0.000000,223604.000000,7804.000000
15.142567,1200.000000,-411.744476,15.247988,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,224378.000000,0.000000,0.000000,224315.000000,7829.000000
15.141831,1200.000000,-411.724945,15.244600,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,224845.000000,0.000000,0.000000,224782.000000,7845.000000
15.143711,1200.000000,-411.774872,15.241212,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,225538.000000,0.000000,0.000000,225475.000000,7870.000000
15.150123,1200.000000,-411.945190,15.245337,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,226011.000000,0.000000,0.000000,225948.000000,7887.000000
15.144741,1200.000000,-411.802246,15.247277,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,226728.000000,0.000000,0.000000,226665.000000,7912.000000
15.139706,1200.000000,-411.668518,15.244108,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,227208.000000,0.000000,0.000000,227145.000000,7928.000000
15.138490,1200.000000,-411.636230,15.240911,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,227919.000000,0.000000,0.000000,227856.000000,7953.000000
15.137970,1200.000000,-411.622467,15.246102,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,228382.000000,0.000000,0.000000,228319.000000,7969.000000
15.143112,1200.000000,-411.758972,15.247769,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,229078.000000,0.000000,0.000000,229015.000000,7993.000000
15.145195,1200.000000,-411.814270,15.244463,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,229546.000000,0.000000,0.000000,229483.000000,8010.000000
15.141106,1200.000000,-411.705658,15.241158,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,230252.000000,0.000000,0.000000,230189.000000,8035.000000
15.137996,1200.000000,-411.623108,15.239682,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,230728.000000,0.000000,0.000000,230665.000000,8051.000000
15.136924,1200.000000,-411.594635,15.238207,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,231434.000000,0.000000,0.000000,231371.000000,8076.000000
15.128524,1200.000000,-411.371613,15.237551,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,231893.000000,0.000000,0.000000,231830.000000,8093.000000
15.126284,1200.000000,-411.312073,15.242496,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,232597.000000,0.000000,0.000000,232534.000000,8118.000000
15.116915,1200.000000,-411.063263,15.240665,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,233078.000000,0.000000,0.000000,233015.000000,8134.000000
15.127832,1200.000000,-411.353241,15.238808,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,233789.000000,0.000000,0.000000,233726.000000,8159.000000
15.128106,1200.000000,-411.360443,15.237988,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,234258.000000,0.000000,0.000000,234195.000000,8176.000000
15.136684,1200.000000,-411.588287,15.237168,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,234959.000000,0.000000,0.000000,234896.000000,8200.000000
15.133051,1200.000000,-411.491821,15.242414,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,235424.000000,0.000000,0.000000,235361.000000,8216.000000
15.132692,1200.000000,-411.482269,15.239874,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,236125.000000,0.000000,0.000000,236062.000000,8241.000000
15.137701,1200.000000,-411.615265,15.238753,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,236607.000000,0.000000,0.000000,236544.000000,8257.000000
15.140842,1200.000000,-411.698730,15.237633,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,237313.000000,0.000000,0.000000,237250.000000,8281.000000
15.141808,1200.000000,-411.724335,15.242743,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,237793.000000,0.000000,0.000000,237730.000000,8296.000000
15.139526,1200.000000,-411.663727,15.245693,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,238491.000000,0.000000,0.000000,238428.000000,8321.000000
15.138786,1200.000000,-411.644104,15.249545,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,238970.000000,0.000000,0.000000,238907.000000,8337.000000
15.147761,1200.000000,-411.882446,15.244272,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,239673.000000,0.000000,0.000000,239610.000000,8362.000000
15.151679,1200.000000,-411.986450,15.241950,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,240151.000000,0.000000,0.000000,240088.000000,8379.000000
15.136353,1200.000000,-411.579498,15.245229,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,240856.000000,0.000000,0.000000,240793.000000,8403.000000
15.129400,1200.000000,-411.394867,15.242633,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,241322.000000,0.000000,0.000000,241259.000000,8420.000000
15.126722,1200.000000,-411.323730,15.240010,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,242021.000000,0.000000,0.000000,241958.000000,8444.000000
15.128321,1200.000000,-411.366211,15.238863,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,242489.000000,0.000000,0.000000,242426.000000,8460.000000
15.121453,1200.000000,-411.183777,15.237688,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,243196.000000,0.000000,0.000000,243133.000000,8485.000000
15.131249,1200.000000,-411.443939,15.237168,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,243677.000000,0.000000,0.000000,243614.000000,8502.000000
15.136828,1200.000000,-411.592102,15.241430,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,244388.000000,0.000000,0.000000,244325.000000,8527.000000
15.140344,1200.000000,-411.685516,15.239874,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,244859.000000,0.000000,0.000000,244796.000000,8543.000000
15.149437,1200.000000,-411.926941,15.238317,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,245566.000000,0.000000,0.000000,245503.000000,8568.000000
15.146493,1200.000000,-411.848755,15.237633,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,246028.000000,0.000000,0.000000,245965.000000,8585.000000
15.153794,1200.000000,-412.042633,15.236950,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,246735.000000,0.000000,0.000000,246672.000000,8609.000000
15.156581,1200.000000,-412.116638,15.242250,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,247197.000000,0.000000,0.000000,247134.000000,8626.000000
15.159048,1200.000000,-412.182129,15.239792,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,247895.000000,0.000000,0.000000,247832.000000,8651.000000
15.167442,1200.000000,-412.405060,15.238699,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,248361.000000,0.000000,0.000000,248298.000000,8667.000000
15.167116,1200.000000,-412.396362,15.237606,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,249058.000000,0.000000,0.000000,248995.000000,8691.000000
15.160994,1200.000000,-412.233795,15.237114,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,249523.000000,0.000000,0.000000,249460.000000,8708.000000
15.153122,1200.000000,-412.024780,15.241376,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,250239.000000,0.000000,0.000000,250176.000000,8733.000000
15.151031,1200.000000,-411.969269,15.239846,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,250722.000000,0.000000,0.000000,250659.000000,8749.000000
15.160886,1200.000000,-412.230957,15.248671,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,251451.000000,0.000000,0.000000,251388.000000,8774.000000
15.163488,1200.000000,-412.300018,15.245119,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,251921.000000,0.000000,0.000000,251858.000000,8791.000000
15.176994,1200.000000,-412.658691,15.241540,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,252614.000000,0.000000,0.000000,252551.000000,8815.000000
15.183228,1200.000000,-412.824158,15.239955,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,253074.000000,0.000000,0.000000,253011.000000,8832.000000
15.198954,1200.000000,-413.241699,15.238371,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,253781.000000,0.000000,0.000000,253718.000000,8857.000000
15.187322,1200.000000,-412.932861,15.237660,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,254246.000000,0.000000,0.000000,254183.000000,8873.000000
15.171965,1200.000000,-412.525116,15.236978,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,254938.000000,0.000000,0.000000,254875.000000,8898.000000
15.152896,1200.000000,-412.018768,15.236677,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,255399.000000,0.000000,0.000000,255336.000000,8914.000000
15.118677,1200.000000,-411.110046,15.236349,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,256095.000000,0.000000,0.000000,256032.000000,8939.000000
15.096163,1200.000000,-410.512085,15.236075,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,257298.000000,0.000000,0.000000,257235.000000,8980.000000
15.095482,1200.000000,-410.493988,15.236021,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,257781.000000,0.000000,0.000000,257718.000000,8997.000000
15.120350,1200.000000,-411.154541,15.235939,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,258500.000000,0.000000,0.000000,258437.000000,9021.000000
15.137084,1200.000000,-411.598907,15.235939,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,258965.000000,0.000000,0.000000,258902.000000,9038.000000
15.156795,1200.000000,-412.122314,15.235939,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,259660.000000,0.000000,0.000000,259597.000000,9063.000000
15.153243,1200.000000,-412.027954,15.235939,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,260132.000000,0.000000,0.000000,260069.000000,9079.000000
15.142510,1200.000000,-411.743042,15.235939,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,260830.000000,0.000000,0.000000,260767.000000,9104.000000
15.112431,1200.000000,-410.944183,15.241512,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,261299.000000,0.000000,0.000000,261236.000000,9121.000000
15.116867,1200.000000,-411.061981,15.239327,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,261993.000000,0.000000,0.000000,261930.000000,9145.000000
15.125940,1200.000000,-411.302979,15.238371,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,262458.000000,0.000000,0.000000,262395.000000,9161.000000
15.144845,1200.000000,-411.804993,15.237388,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,263170.000000,0.000000,0.000000,263107.000000,9186.000000
15.158868,1200.000000,-412.177338,15.231349,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,263653.000000,0.000000,0.000000,263590.000000,9203.000000
15.155420,1200.000000,-412.085785,15.233098,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,264366.000000,0.000000,0.000000,264303.000000,9227.000000
15.138512,1200.000000,-411.636841,15.233863,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,264848.000000,0.000000,0.000000,264785.000000,9244.000000
15.098517,1200.000000,-410.574677,15.223263,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,265546.000000,0.000000,0.000000,265483.000000,9269.000000
15.065375,1200.000000,-409.694305,15.214575,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,266008.000000,0.000000,0.000000,265945.000000,9285.000000
15.036814,1200.000000,-408.935516,15.205832,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,266710.000000,0.000000,0.000000,266647.000000,9310.000000
15.003221,1200.000000,-408.042908,15.195395,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,267184.000000,0.000000,0.000000,267121.000000,9327.000000
14.981686,1200.000000,-407.470642,15.194057,0.000000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,267885.000000,0.000000,0.000000,267822.000000,9352.000000
14.985583,1200.000000,-407.574249,15.193456,-0.200000,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,268358.000000,0.000000,0.000000,268295.000000,9368.000000
15.014053,1200.000000,-408.330811,15.192882,-0.102400,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,269061.000000,0.000000,0.000000,268998.000000,9393.000000
15.044923,1200.000000,-409.150970,15.192609,-0.065536,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,269523.000000,0.000000,0.000000,269459.000000,9409.000000
15.111739,1200.000000,-410.925781,15.197936,-0.033554,1.000000,2.000000,1.000000,0.000000,283.000000,0.000000,769.000000,270232.000000,0.000000,0.000000,270168.000000,9433.000000
